100001,Cash loans,M,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,WEDNESDAY,Business Entity Type 3,reg oper account,block of flats,"Stone, brick",No,1,0,202500,406597.5,24700.5,351000,0.018801,9461,637,3648,2120,12.0610908186877,1,1,0,1,1,0,1,2,2,10,0,0,0,0,0,0,0.083036967391323,0.262948592747178,0.139375780099789,0.0247,0.0369,0.9722,0.6192,0.0143,0,0.069,0.0833,0.125,0.0369,0.0202,0.019,0,0,0.0252,0.0383,0.9722,0.6341,0.0144,0,0.069,0.0833,0.125,0.0377,0.022,0.0198,0,0,0.025,0.0369,0.9722,0.6243,0.0144,0,0.069,0.0833,0.125,0.0375,0.0205,0.0193,0,0,0.0149,2,2,2,2,1134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100002,Cash loans,F,N,N,Family,State servant,Higher education,Married,House / apartment,Core staff,MONDAY,School,reg oper account,block of flats,Block,No,0,0,270000,1293502.5,35698.5,1129500,0.003541,16765,1188,1186,291,12.0610908186877,1,1,0,1,1,0,2,1,1,11,0,0,0,0,0,0,0.311267311381222,0.62224577525551,0.510852906180012,0.0959,0.0529,0.9851,0.796,0.0605,0.08,0.0345,0.2917,0.3333,0.013,0.0773,0.0549,0.0039,0.0098,0.0924,0.0538,0.9851,0.804,0.0497,0.0806,0.0345,0.2917,0.3333,0.0128,0.079,0.0554,0,0,0.0968,0.0529,0.9851,0.7987,0.0608,0.08,0.0345,0.2917,0.3333,0.0132,0.0787,0.0558,0.0039,0.01,0.0714,1,0,1,0,828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100003,Revolving loans,M,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,MONDAY,Government,reg oper account,block of flats,Block,No,0,0,67500,135000,6750,135000,0.010032,19046,225,4260,2531,26,1,1,1,1,1,0,1,2,2,9,0,0,0,0,0,0,0.502129805656662,0.555912083390443,0.729566690706015,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100004,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,WEDNESDAY,Business Entity Type 3,reg oper account,block of flats,Block,No,0,0,135000,312682.5,29686.5,297000,0.008019,19005,3039,9833,2437,12.0610908186877,1,1,0,1,0,0,2,2,2,17,0,0,0,0,0,0,0.502129805656662,0.650441690401465,0.510852906180012,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,2,0,2,0,617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193931,0.007000210532648,0.034361935697314,0.26739526000782,0.265474149598484,1.89997443532136
100005,Cash loans,M,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,THURSDAY,Religion,reg oper account,block of flats,Block,No,0,0,121500,513000,21865.5,513000,0.028663,19932,3038,4311,3458,12.0610908186877,1,1,0,1,0,0,1,2,2,11,0,0,0,0,1,1,0.502129805656662,0.322738286970405,0.510852906180012,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,0,0,0,0,1106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100006,Cash loans,M,N,Y,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,Laborers,WEDNESDAY,Other,reg oper account,block of flats,Block,No,0,0,99000,490495.5,27517.5,454500,0.035792,16941,1588,4970,477,12.0610908186877,1,1,1,1,1,0,2,2,2,16,0,0,0,0,0,0,0.502129805656662,0.354224731992901,0.621226338062667,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,0,0,0,0,2536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100007,Cash loans,F,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,Accountants,SUNDAY,Business Entity Type 3,reg oper account,block of flats,Block,No,0,1,171000,1560726,41301,1395000,0.035792,13778,3130,1213,619,17,1,1,0,1,1,0,3,2,2,16,0,0,0,0,0,0,0.77476141305477,0.723999851695314,0.492060093864926,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,1,0,1,0,1562,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
100008,Cash loans,M,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,Managers,MONDAY,Other,reg oper account,block of flats,Block,No,0,0,360000,1530000,42075,1530000,0.003122,18850,449,4597,2379,8,1,1,1,1,0,0,2,3,3,16,0,0,0,0,1,1,0.502129805656662,0.714279286448223,0.540654450445358,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,2,0,2,0,1070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100009,Cash loans,F,N,Y,Children,Pensioner,Secondary / secondary special,Married,House / apartment,Managers,WEDNESDAY,XNA,reg oper account,block of flats,Block,No,0,0,112500,1019610,33826.5,913500,0.018634,20099,365243,7427,3514,12.0610908186877,1,0,0,1,0,0,2,2,2,14,0,0,0,0,0,0,0.587334046873038,0.205747288007328,0.751723714774149,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100010,Revolving loans,M,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,THURSDAY,Electricity,reg oper account,block of flats,Block,No,0,0,135000,405000,20250,405000,0.019689,14469,2019,14437,3992,12.0610908186877,1,1,0,1,0,0,1,2,2,8,0,0,0,0,0,0,0.502129805656662,0.746643629459092,0.510852906180012,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,2,0,2,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402448193931,0.007000210532648,0.034361935697314,0.26739526000782,0.265474149598484,1.89997443532136
100011,Cash loans,F,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,Core staff,SATURDAY,Medicine,reg oper account,block of flats,Block,No,0,1,112500,652500,21177,652500,0.0228,10197,679,4427,738,12.0610908186877,1,1,0,1,0,0,3,2,2,15,0,0,0,0,0,0,0.319760171675503,0.651862333424478,0.363945238612397,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,0,0,0,0,844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100012,Cash loans,F,N,Y,Children,Pensioner,Secondary / secondary special,Married,House / apartment,Core staff,FRIDAY,XNA,reg oper account,block of flats,Block,No,0,0,38419,148365,10678.5,135000,0.015221,20417,365243,5246,2512,12.0610908186877,1,0,0,1,1,0,2,2,2,7,0,0,0,0,0,0,0.722044450141645,0.555183161513181,0.652896551980654,0.11744049917466,0.088442219051801,0.977734858162273,0.752471432592686,0.044620715411352,0.078941512324183,0.149724670068112,0.226281907036836,0.231893500490507,0.066333184172398,0.100774774950682,0.107399019332596,0.008808672617213,0.028357757075798,0.114231006932969,0.087543212247586,0.977065372942828,0.759637322733821,0.042553137750147,0.074489736109158,0.145192658645744,0.22231504747868,0.228058492550706,0.064957684456579,0.105644856749421,0.10597505043712,0.008076387544283,0.027022319685989,0.117849920765924,0.087954854665748,0.977752264069421,0.75574627219171,0.044595101785291,0.07807784431137,0.149212780728762,0.22589659009281,0.231624938049293,0.0671687490494,0.101954473240733,0.108606736048992,0.008651013330213,0.028235920597263,0.10254666268544,0,0,0,0,2396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
